Gene_set,Term,Overlap,P-value,Adjusted P-value,Old P-value,Old Adjusted P-value,Odds Ratio,Combined Score,Genes,Analysis
GO_Biological_Process_2023,Negative Regulation Of Cysteine-Type Endopeptidase Activity (GO:2000117),1/53,0.1653493578016362,0.2362818359310338,0,0,5.7060849598163035,10.269210993651246,LTF,GO Biological Process
GO_Biological_Process_2023,Cellular Response To Alcohol (GO:0097306),1/53,0.1653493578016362,0.2362818359310338,0,0,5.7060849598163035,10.269210993651246,MYL1,GO Biological Process
GO_Biological_Process_2023,Negative Regulation Of Viral Genome Replication (GO:0045071),1/53,0.1653493578016362,0.2362818359310338,0,0,5.7060849598163035,10.269210993651246,LTF,GO Biological Process
GO_Biological_Process_2023,Actin Cytoskeleton Reorganization (GO:0031532),1/53,0.1653493578016362,0.2362818359310338,0,0,5.7060849598163035,10.269210993651246,CTTN,GO Biological Process
GO_Biological_Process_2023,Endoplasmic Reticulum Organization (GO:0007029),1/54,0.168194706014656,0.2389625073925805,0,0,5.598141368628555,9.979431577576143,TRDN,GO Biological Process
GO_Biological_Process_2023,ERBB Signaling Pathway (GO:0038127),1/54,0.168194706014656,0.2389625073925805,0,0,5.598141368628555,9.979431577576143,PIGR,GO Biological Process
PanglaoDB_Augmented_2021,Goblet Cells,2/122,0.0647947693408217,0.242127822273597,0,0,5.003030303030303,13.690944511015363,PIGR;MUC5B,PanglaoDB
Cancer_Cell_Line_Encyclopedia,CORL311 LUNG,4/329,0.0257129981156769,0.2423688155718438,0,0,3.770576923076923,13.803172092979471,MYBPC2;KRT2;MYH8;SHANK2,Cancer Cell Line Encyclopedia
Cancer_Cell_Line_Encyclopedia,SUPM2 HAEMATOPOIETIC AND LYMPHOID TISSUE,4/331,0.0262155883415755,0.2426133539247627,0,0,3.747133027522936,13.644814216877936,UPK1B;MYBPC2;CACNA1S;TRDN,Cancer Cell Line Encyclopedia
Reactome_2022,Aspirin ADME R-HSA-9749641,1/44,0.1393058574657912,0.2435417088562783,0,0,6.9035057271780635,13.607385194038669,UGT1A7,Reactome Pathways
Reactome_2022,TNF Signaling R-HSA-75893,1/44,0.1393058574657912,0.2435417088562783,0,0,6.9035057271780635,13.607385194038669,FADD,Reactome Pathways
GO_Biological_Process_2023,Mitotic DNA Damage Checkpoint Signaling (GO:0044773),1/56,0.1738567610280003,0.2462970781230005,0,0,5.394029850746269,9.436982152284866,CCND1,GO Biological Process
Cancer_Cell_Line_Encyclopedia,HS688AT SKIN,3/192,0.0276787340857232,0.2483163532566187,0,0,4.821245421245421,17.29424549610241,MYH1;MYH2;ACTC1,Cancer Cell Line Encyclopedia
Cancer_Cell_Line_Encyclopedia,FADU UPPER AERODIGESTIVE TRACT,2/77,0.0282953801353318,0.2483163532566187,0,0,8.023030303030303,28.602558206981847,PPFIA1;FADD,Cancer Cell Line Encyclopedia
Cancer_Cell_Line_Encyclopedia,NCIH2347 LUNG,2/77,0.0282953801353318,0.2483163532566187,0,0,8.023030303030303,28.602558206981847,SLC34A2;SCGB3A1,Cancer Cell Line Encyclopedia
KEGG_2021_Human,Regulation of actin cytoskeleton,3/218,0.0381608311538026,0.2487687301719336,0,0,4.232629695885509,13.82353855129215,MYL2;FGF3;FGF4,KEGG Pathways
KEGG_2021_Human,Pathways in cancer,5/531,0.0343939478233918,0.2487687301719336,0,0,2.9280584223550004,9.867189896445,GSTM1;CCND1;FADD;FGF3;FGF4,KEGG Pathways
KEGG_2021_Human,Salivary secretion,2/93,0.0399656188406631,0.2487687301719336,0,0,6.6070596070596075,21.272985843869264,STATH;MUC5B,KEGG Pathways
KEGG_2021_Human,IL-17 signaling pathway,2/94,0.0407466023557477,0.2487687301719336,0,0,6.534914361001317,20.91422765467781,FADD;MUC5B,KEGG Pathways
GO_Biological_Process_2023,Regulation Of Calcium Ion Transport (GO:0051924),1/57,0.1766735309285739,0.2495703459821976,0,0,5.297441364605544,9.182858779101382,SLN,GO Biological Process
Cancer_Cell_Line_Encyclopedia,SKLMS1 SOFT TISSUE,2/78,0.0289772739894376,0.2499903806885386,0,0,7.917065390749602,28.036255655392363,XIRP2;ASB5,Cancer Cell Line Encyclopedia
